contentid,contenttypeid,roomcode,roomtitle,roomsize1,roomcount,roombasecount,roommaxcount,roomoffseasonminfee1,roomoffseasonminfee2,roompeakseasonminfee1,roompeakseasonminfee2,roomintro,roombathfacility,roombath,roomhometheater,roomaircondition,roomtv,roompc,roomcable,roominternet,roomrefrigerator,roomtoiletries,roomsofa,roomcook,roomtable,roomhairdryer,roomsize2,roomimg1,roomimg1alt,cpyrhtDivCd1,roomimg2,roomimg2alt,cpyrhtDivCd2,roomimg3,roomimg3alt,cpyrhtDivCd3,roomimg4,roomimg4alt,cpyrhtDivCd4,roomimg5,roomimg5alt,cpyrhtDivCd5
2582545,32,51889,온돌,8,0,4,4,110000,130000,0,0,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2022년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,Y,,Y,Y,,,,Y,Y,26,,,,,,,,,,,,,,,
2582545,32,51890,패밀리 트윈,15,0,4,6,180000,200000,240000,240000,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2022년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,Y,,Y,Y,,,,Y,Y,50,,,,,,,,,,,,,,,
2582545,32,54149,트윈A,8,0,3,3,100000,120000,0,0,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2022년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,Y,,Y,Y,,,,Y,Y,26,,,,,,,,,,,,,,,
2582545,32,54150,트윈B,8,0,4,4,110000,130000,0,0,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2022년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,Y,,Y,Y,,,,Y,Y,26,,,,,,,,,,,,,,,
2582545,32,56443,트윈C,8,0,2,2,90000,110000,0,0,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2022년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,Y,,Y,Y,,,,Y,Y,26,,,,,,,,,,,,,,,
142871,32,47270,더블룸,0,0,0,0,78000,78000,0,0,"※ 위 정보는 2024년 04월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,,,,0,,,,,,,,,,,,,,,
142871,32,47271,스탠다드 트윈룸,0,0,0,0,90000,90000,0,0,"※ 위 정보는 2024년 04월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,,,,0,,,,,,,,,,,,,,,
142871,32,47272,디럭스 트윈룸,0,0,0,0,0,0,0,0,※ 객실의 가격은 전화문의 요망,Y,,,Y,Y,,Y,,Y,,,,,,0,,,,,,,,,,,,,,,
142871,32,47273,패밀리 스위트,0,0,0,0,110000,110000,0,0,"※ 위 정보는 2024년 04월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,,,,0,,,,,,,,,,,,,,,
1817369,32,38170,일반실,10,0,2,3,0,0,0,0,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,,Y,33,,,,,,,,,,,,,,,
1817369,32,38171,특실,15,0,2,5,0,0,0,0,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,,Y,49,,,,,,,,,,,,,,,
1817369,32,38172,VIP,22,0,2,8,0,0,0,0,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,,Y,72,,,,,,,,,,,,,,,
1817369,32,38173,펜션,25,0,4,8,0,0,0,0,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,,Y,82,,,,,,,,,,,,,,,
1817369,32,38174,단체실,27,0,4,20,0,0,0,0,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,,Y,89,,,,,,,,,,,,,,,
592860,32,4542,호텔식 일반실,6,10,2,4,0,0,0,0,※ 객실요금 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,19,,,,,,,,,,,,,,,
592860,32,4543,호텔식 특실 ,8,8,2,4,0,0,0,0,※ 객실요금 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,26,,,,,,,,,,,,,,,
592860,32,4544,호텔식 VIP,9,1,2,4,0,0,0,0,※ 객실요금 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,29,,,,,,,,,,,,,,,
592860,32,44595,콘도식 가족형,12,1,4,6,0,0,0,0,※ 객실요금 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,39,,,,,,,,,,,,,,,
592860,32,44596,콘도식 단체형,14,1,6,8,0,0,0,0,※ 객실요금 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,46,,,,,,,,,,,,,,,
3072241,32,59242,독채,18,1,3,5,0,0,0,0,,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,60,,,,,,,,,,,,,,,
2760046,32,,"비올라, 몽마르나스",23,0,4,6,150000,190000,0,0,"※ 위 정보는 2023년 01월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,
2760046,32,,"마가렛, 하야신스, 안젤라",12,0,0,0,100000,120000,0,0,"※ 위 정보는 2023년 01월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,
2760046,32,,핑크피스,10,0,0,0,90000,120000,0,0,"※ 위 정보는 2023년 01월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,
2904774,32,,독채,6,0,4,6,0,0,0,0,※ 객실 가격 전화문의 요망,,,,,,,,,,,,,,,20.25,http://tong.visitkorea.or.kr/cms/resource/14/2904714_image2_1.jpg,으지네민박 (7),Type3,http://tong.visitkorea.or.kr/cms/resource/11/2904711_image2_1.jpg,으지네민박 (4),Type3,,,,,,,,,
3102071,32,,한옥스테이,30,1,6,30,0,0,1600000,2400000,,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,99.2,,,,,,,,,,,,,,,
626147,32,14006,쉬리 / 돌상어 / 산천어 / 버들치 / 은어,10,5,2,4,70000,80000,120000,120000,※ 객실 가격 전화문의 요망,,,,Y,Y,,Y,,Y,Y,,Y,,Y,33,,,,,,,,,,,,,,,
626147,32,14011,사랑 / 평화,15,2,5,8,120000,150000,180000,180000,※ 객실 가격 전화문의 요망,,,,Y,Y,,Y,,Y,Y,,Y,,Y,49,,,,,,,,,,,,,,,
2699354,32,53293,사랑채,0,0,8,8,100000,200000,0,0,,,,,Y,Y,,,Y,Y,Y,,,,,0,http://tong.visitkorea.or.kr/cms/resource/33/2701033_image2_1.jpg,[민박업소] 은혜당_사랑채,Type3,,,,,,,,,,,,
2699354,32,53295,황토방갈로,0,0,4,4,50000,100000,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2699354,32,53296,은혜실,0,0,2,2,30000,50000,0,0,,,,,Y,Y,,,Y,Y,Y,,,,,0,,,,,,,,,,,,,,,
900163,32,37257,비발디,15,1,2,4,0,0,0,0,"※ 위 정보는 2022년 09월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,49,,,,,,,http://tong.visitkorea.or.kr/cms/resource/99/2024899_image2_1.jpg,음악이 흐르는 숲_비발디1,Type3,http://tong.visitkorea.or.kr/cms/resource/03/2024903_image2_1.jpg,음악이 흐르는 숲_비발디2,Type3,,,
900163,32,37259,하이든,15,1,2,4,0,0,0,0,"※ 위 정보는 2022년 09월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,Y,Y,,,Y,Y,,Y,Y,Y,Y,49,,,,,,,http://tong.visitkorea.or.kr/cms/resource/93/2024893_image2_1.jpg,음악이 흐르는 숲_하이든2,Type3,http://tong.visitkorea.or.kr/cms/resource/96/2024896_image2_1.jpg,음악이 흐르는 숲_하이든1,Type3,,,
900163,32,37262,바그너,30,1,4,8,0,0,0,0,"※ 위 정보는 2022년 09월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,Y,Y,,,Y,Y,,Y,Y,Y,Y,99,,,,,,,,,,,,,,,
900163,32,37260,브람스,18,1,2,4,0,0,0,0,"※ 위 정보는 2022년 09월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,Y,Y,,,Y,Y,,Y,Y,Y,Y,59,,,,,,,,,,http://tong.visitkorea.or.kr/cms/resource/97/2024897_image2_1.jpg,음악이 흐르는 숲_브람스3,Type3,,,
900163,32,37258,베르디,15,1,2,4,0,0,0,0,"※ 위 정보는 2022년 09월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,Y,Y,,,Y,Y,,Y,Y,Y,Y,49,http://tong.visitkorea.or.kr/cms/resource/98/2024898_image2_1.jpg,음악이 흐르는 숲_베르디1,Type3,http://tong.visitkorea.or.kr/cms/resource/00/2024900_image2_1.jpg,음악이 흐르는 숲_베르디2,Type3,,,,,,,,,
900163,32,45909,바흐,20,1,2,4,0,0,0,0,"※ 위 정보는 2022년 09월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,Y,Y,,,Y,Y,,Y,Y,Y,Y,66,,,,,,,,,,,,,,,
940216,32,22664,기쁨/희망,8,2,2,4,0,0,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,26,,,,,,,,,,,,,,,
940216,32,31994,별관,20,1,8,12,0,0,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,66,,,,,,,,,,,,,,,
940216,32,22663,행복,17,1,4,10,0,0,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,59,,,,,,,,,,,,,,,
940216,32,22665,믿음/소망/사랑,14,3,2,8,0,0,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,49,,,,,,,,,,,,,,,
2676000,32,55972,2층 게스트룸,0,1,2,4,0,0,0,0,,Y,,,Y,,,,Y,Y,Y,Y,,Y,Y,0,,,,,,,,,,,,,,,
1992717,32,55655,별당,0,0,6,8,300000,300000,300000,300000,"단독 주방, 별원, 대청마루",Y,,,Y,Y,,,,Y,Y,,Y,Y,Y,0,http://tong.visitkorea.or.kr/cms/resource/67/2803267_image2_1.jpg,경북_의성소우당_객실 별당3,Type3,http://tong.visitkorea.or.kr/cms/resource/65/2803265_image2_1.jpg,경북_의성소우당_객실 별당2,Type3,http://tong.visitkorea.or.kr/cms/resource/64/2803264_image2_1.jpg,경북_의성소우당_객실 별당1,Type3,http://tong.visitkorea.or.kr/cms/resource/71/2803271_image2_1.jpg,경북_의성소우당_객실 별당6,Type3,http://tong.visitkorea.or.kr/cms/resource/70/2803270_image2_1.jpg,경북_의성소우당_객실 별당5,Type3
1992717,32,55656,대청마루사랑방,0,0,4,6,200000,200000,200000,200000,"단독 주방, 대청마루",Y,,,Y,Y,,,,Y,Y,,Y,Y,Y,0,http://tong.visitkorea.or.kr/cms/resource/62/2803262_image2_1.jpg,경북_의성소우당_객실 대청마루사랑방5,Type3,http://tong.visitkorea.or.kr/cms/resource/61/2803261_image2_1.jpg,경북_의성소우당_객실 대청마루사랑방4,Type3,http://tong.visitkorea.or.kr/cms/resource/60/2803260_image2_1.jpg,경북_의성소우당_객실 대청마루사랑방3,Type3,http://tong.visitkorea.or.kr/cms/resource/58/2803258_image2_1.jpg,경북_의성소우당_객실 대청마루사랑방2,Type3,http://tong.visitkorea.or.kr/cms/resource/57/2803257_image2_1.jpg,경북_의성소우당_객실 대청마루사랑방1,Type3
1992717,32,55657,사랑방1,0,0,2,3,100000,100000,100000,100000,"공동(주방, 욕실, 화장실)",Y,,,Y,Y,,,,Y,Y,,Y,Y,Y,0,http://tong.visitkorea.or.kr/cms/resource/74/2803274_image2_1.jpg,경북_의성소우당_객실 사랑방1 2,Type3,http://tong.visitkorea.or.kr/cms/resource/73/2803273_image2_1.jpg,경북_의성소우당_객실 사랑방1 1,Type3,,,,,,,,,
1992717,32,55658,사랑방2,0,0,2,3,100000,100000,100000,100000,"공동(주방, 욕실, 화장실)",Y,,,Y,Y,,,,Y,Y,,Y,Y,Y,0,http://tong.visitkorea.or.kr/cms/resource/77/2803277_image2_1.jpg,경북_의성소우당_객실 사랑방2 2,Type3,http://tong.visitkorea.or.kr/cms/resource/75/2803275_image2_1.jpg,경북_의성소우당_객실 사랑방2 1,Type3,,,,,,,,,
1992717,32,55659,안채1,0,0,3,4,150000,150000,150000,150000,"안채 공동(주방, 세탁기)",Y,,,Y,Y,,,,Y,Y,,Y,,Y,0,http://tong.visitkorea.or.kr/cms/resource/82/2803282_image2_1.jpg,경북_의성소우당_객실 안채1 3,Type3,http://tong.visitkorea.or.kr/cms/resource/80/2803280_image2_1.jpg,경북_의성소우당_객실 안채1 2,Type3,http://tong.visitkorea.or.kr/cms/resource/79/2803279_image2_1.jpg,경북_의성소우당_객실 안채1 1,Type3,,,,,,
1992717,32,55660,안채2,0,0,3,4,150000,150000,150000,150000,"안채 공동(주방, 세탁기)",Y,,,Y,Y,,,,Y,Y,,Y,,Y,0,http://tong.visitkorea.or.kr/cms/resource/87/2803287_image2_1.jpg,경북_의성소우당_객실 안채2 3,Type3,http://tong.visitkorea.or.kr/cms/resource/85/2803285_image2_1.jpg,경북_의성소우당_객실 안채2 2,Type3,http://tong.visitkorea.or.kr/cms/resource/84/2803284_image2_1.jpg,경북_의성소우당_객실 안채2 1,Type3,,,,,,
137953,32,45953,프리미엄 더블,0,0,2,4,88000,99000,120000,140000,"※ 위 정보는 2024년 06월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,Y,Y,Y,,,,,0,,,,,,,,,,,,,,,
137953,32,45954,디럭스 트윈,0,0,2,4,770000,88000,110000,130000,"※ 위 정보는 2024년 06월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,Y,Y,Y,,,,,0,,,,,,,,,,,,,,,
137953,32,45955,디럭스 더블,0,0,2,4,66000,77000,105000,120000,"※ 위 정보는 2024년 06월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,Y,Y,Y,,,,,0,,,,,,,,,,,,,,,
137953,32,45956,스탠다드 더블,0,0,2,4,60500,70000,99000,110000,"※ 위 정보는 2024년 06월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,Y,Y,Y,,,,,0,,,,,,,,,,,,,,,
137953,32,49347,VIP 무비,0,0,2,4,132000,165000,220000,240000,"※ 위 정보는 2024년 06월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,Y,Y,Y,,,,,0,,,,,,,,,,,,,,,
2779463,32,55177,슈페리얼,0,1,2,2,0,0,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,Y,,Y,Y,Y,,,Y,Y,0,,,,,,,,,,,,,,,
2779463,32,55178,비즈니스,0,1,2,2,0,0,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,Y,,Y,Y,Y,,,Y,Y,0,,,,,,,,,,,,,,,
2779463,32,55179,스탠다드,0,1,2,2,0,0,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,Y,,Y,Y,Y,,,Y,Y,0,,,,,,,,,,,,,,,
2779463,32,55180,디럭스,0,1,2,2,0,0,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,Y,,Y,Y,Y,Y,,Y,Y,0,,,,,,,,,,,,,,,
2875542,32,56778,스탠다드더블,0,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2875542,32,56783,디럭스더블,0,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2875542,32,56786,디럭스트윈,0,0,2,3,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2875542,32,56788,그랜드디럭스트윈,0,0,2,3,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2557922,32,48902,스탠다드,9,20,2,2,40000,50000,70000,80000,"※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2021년 11월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,29,http://tong.visitkorea.or.kr/cms/resource/64/2557864_image2_1.jpg,이너스호텔_스탠다드룸_01,Type3,http://tong.visitkorea.or.kr/cms/resource/65/2557865_image2_1.jpg,이너스호텔_스탠다드룸_02,Type3,http://tong.visitkorea.or.kr/cms/resource/66/2557866_image2_1.jpg,이너스호텔_스탠다드룸_03,Type3,,,,,,
2557922,32,48903,VIP 안마의자,12,5,2,2,60000,70000,80000,100000,"※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2021년 11월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,39,http://tong.visitkorea.or.kr/cms/resource/62/2557862_image2_1.jpg,이너스호텔_디럭스_01,Type3,http://tong.visitkorea.or.kr/cms/resource/61/2557861_image2_1.jpg,이너스호텔_디럭스_02,Type3,http://tong.visitkorea.or.kr/cms/resource/59/2557859_image2_1.jpg,이너스호텔_디럭스_03,Type3,,,,,,
2557922,32,48904,소온돌,10,5,2,2,40000,50000,80000,100000,"※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2021년 11월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,33,http://tong.visitkorea.or.kr/cms/resource/58/2557858_image2_1.jpg,이너스호텔_소온돌룸_01,Type3,http://tong.visitkorea.or.kr/cms/resource/57/2557857_image2_1.jpg,이너스호텔_소온돌룸_02,Type3,http://tong.visitkorea.or.kr/cms/resource/63/2557863_image2_1.jpg,이너스호텔_소온돌룸_03,Type3,,,,,,
2557922,32,48905,대온돌,15,10,3,3,60000,70000,90000,120000,"※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2021년 11월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,49,http://tong.visitkorea.or.kr/cms/resource/55/2557855_image2_1.jpg,이너스호텔_대온돌룸_01,Type3,http://tong.visitkorea.or.kr/cms/resource/52/2557852_image2_1.jpg,이너스호텔_대온돌룸_02,Type3,http://tong.visitkorea.or.kr/cms/resource/53/2557853_image2_1.jpg,이너스호텔_대온돌룸_03,Type3,,,,,,
2557922,32,48906,"펜션룸(온돌2+침대1, 취사가능)",42,1,15,20,300000,300000,300000,300000,"※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2021년 11월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,138,,,,,,,,,,,,,,,
2557922,32,49787,트윈,12,5,2,2,50000,60000,70000,90000,"※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2021년 11월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,39,,,,,,,,,,,,,,,
2503879,32,50673,[B동] 101호/102호(애견동반가능),26,2,2,4,150000,250000,300000,395000,"※ 위 정보는 2022년 10월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,85,,,,,,,,,,,,,,,
2503879,32,50674,[C동] 101호(애견동반가능),30,1,4,6,250000,350000,400000,490000,"※ 위 정보는 2021년 10월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,79,,,,,,,,,,,,,,,
2503879,32,50675,[C동] 102호,40,1,4,6,250000,350000,400000,490000,"※ 위 정보는 2022년 10월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,79,,,,,,,,,,,,,,,
2503879,32,47324,[A동] 201호/202호,25,2,2,4,150000,250000,300000,395000,"※ 위 정보는 2022년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,82,http://tong.visitkorea.or.kr/cms/resource/14/2503814_image2_1.jpg,이뜨랜리조트_A동디럭스1,Type3,http://tong.visitkorea.or.kr/cms/resource/11/2503811_image2_1.jpg,이뜨랜리조트_A동디럭스2,Type3,http://tong.visitkorea.or.kr/cms/resource/15/2503815_image2_1.jpg,이뜨랜리조트_A동디럭스3,Type3,,,,,,
2503879,32,47325,[B동] 201호/202호,26,2,2,4,150000,250000,300000,395000,"※ 위 정보는 2022년 10월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,85,http://tong.visitkorea.or.kr/cms/resource/23/2503823_image2_1.jpg,이뜨랜리조트_B동디럭스1,Type3,http://tong.visitkorea.or.kr/cms/resource/19/2503819_image2_1.jpg,이뜨랜리조트_B동디럭스3,Type3,http://tong.visitkorea.or.kr/cms/resource/20/2503820_image2_1.jpg,이뜨랜리조트_B동디럭스2,Type3,,,,,,
2503879,32,47326,[A동] A PH room ,40,1,2,4,300000,400000,500000,600000,"※ 위 정보는 2022년 10월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,132,http://tong.visitkorea.or.kr/cms/resource/13/2503813_image2_1.jpg,이뜨랜리조트_A동펜트1,Type3,http://tong.visitkorea.or.kr/cms/resource/17/2503817_image2_1.jpg,이뜨랜리조트_A동펜트2,Type3,http://tong.visitkorea.or.kr/cms/resource/16/2503816_image2_1.jpg,이뜨랜리조트_A동펜트3,Type3,,,,,,
2503879,32,47327,[C동] 201호/202호/203호/301호,30,4,4,6,250000,350000,400000,490000,"※ 위 정보는 2022년 10월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,79,http://tong.visitkorea.or.kr/cms/resource/26/2503826_image2_1.jpg,이뜨랜리조트_C동디럭스1,Type3,http://tong.visitkorea.or.kr/cms/resource/30/2503830_image2_1.jpg,이뜨랜리조트_C동디럭스3,Type3,http://tong.visitkorea.or.kr/cms/resource/28/2503828_image2_1.jpg,이뜨랜리조트_C동디럭스2,Type3,,,,,,
2503879,32,47328,[A동] 302호,18,1,2,3,150000,250000,300000,395000,"※ 위 정보는 2022년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,59,http://tong.visitkorea.or.kr/cms/resource/55/2504055_image2_1.jpg,이뜨랜리조트_A동302호,Type3,,,,,,,,,,,,
2503879,32,49251,[C동] C PH room,55,1,6,8,350000,450000,550000,650000,"※ 위 정보는 2022년 10월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,181,,,,,,,,,,,,,,,
2503879,32,49252,[B동] 103호/203호,20,2,2,3,150000,250000,300000,395000,"※ 위 정보는 2022년 10월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,66,,,,,,,,,,,,,,,
2708320,32,,누마루 바람 (독채),25,0,4,8,380000,450000,440000,510000,,Y,,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,82.6,http://tong.visitkorea.or.kr/cms/resource/40/2707540_image2_1.jpg,전북_이랑한옥스테이_누마루바람 2,Type3,http://tong.visitkorea.or.kr/cms/resource/39/2707539_image2_1.jpg,전북_이랑한옥스테이_누마루바람 1,Type3,,,,,,,,,
